# os.name = Windows 10
# os.version = 10.0
# number extendedKeyCode keyChar keyCode keyLocation modifiersEx paramString
94	155	65535	155	1	0	KEY_PRESSED,keyCode=155,keyText=Insert,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=45,primaryLevelUnicode=0,scancode=82,extendedKeyCode=0x9b
97	19	65535	19	1	0	KEY_PRESSED,keyCode=19,keyText=一時停止,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=19,primaryLevelUnicode=0,scancode=0,extendedKeyCode=0x13
99	112	65535	112	1	0	KEY_PRESSED,keyCode=112,keyText=F1,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=112,primaryLevelUnicode=0,scancode=59,extendedKeyCode=0x70
100	113	65535	113	1	0	KEY_PRESSED,keyCode=113,keyText=F2,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=113,primaryLevelUnicode=0,scancode=60,extendedKeyCode=0x71
101	114	65535	114	1	0	KEY_PRESSED,keyCode=114,keyText=F3,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=114,primaryLevelUnicode=0,scancode=61,extendedKeyCode=0x72
102	115	65535	115	1	0	KEY_PRESSED,keyCode=115,keyText=F4,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=115,primaryLevelUnicode=0,scancode=62,extendedKeyCode=0x73
103	116	65535	116	1	0	KEY_PRESSED,keyCode=116,keyText=F5,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=116,primaryLevelUnicode=0,scancode=63,extendedKeyCode=0x74
104	117	65535	117	1	0	KEY_PRESSED,keyCode=117,keyText=F6,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=117,primaryLevelUnicode=0,scancode=64,extendedKeyCode=0x75
105	118	65535	118	1	0	KEY_PRESSED,keyCode=118,keyText=F7,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=118,primaryLevelUnicode=0,scancode=65,extendedKeyCode=0x76
106	119	65535	119	1	0	KEY_PRESSED,keyCode=119,keyText=F8,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=119,primaryLevelUnicode=0,scancode=66,extendedKeyCode=0x77
107	120	65535	120	1	0	KEY_PRESSED,keyCode=120,keyText=F9,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=120,primaryLevelUnicode=0,scancode=67,extendedKeyCode=0x78
108	121	65535	121	1	0	KEY_PRESSED,keyCode=121,keyText=F10,keyChar=未定義 keyChar,keyLocation=KEY_LOCATION_STANDARD,rawCode=121,primaryLevelUnicode=0,scancode=68,extendedKeyCode=0x79
112	16	65535	16	2	64	KEY_PRESSED,keyCode=16,keyText=Shift,keyChar=未定義 keyChar,modifiers=Shift,extModifiers=Shift,keyLocation=KEY_LOCATION_LEFT,rawCode=16,primaryLevelUnicode=0,scancode=42,extendedKeyCode=0x10
113	17	65535	17	2	128	KEY_PRESSED,keyCode=17,keyText=Ctrl,keyChar=未定義 keyChar,modifiers=Ctrl,extModifiers=Ctrl,keyLocation=KEY_LOCATION_LEFT,rawCode=17,primaryLevelUnicode=0,scancode=29,extendedKeyCode=0x11
323	103	55	103	4	0	KEY_PRESSED,keyCode=103,keyText=NumPad-7,keyChar='7',keyLocation=KEY_LOCATION_NUMPAD,rawCode=103,primaryLevelUnicode=55,scancode=71,extendedKeyCode=0x67
324	104	56	104	4	0	KEY_PRESSED,keyCode=104,keyText=NumPad-8,keyChar='8',keyLocation=KEY_LOCATION_NUMPAD,rawCode=104,primaryLevelUnicode=56,scancode=72,extendedKeyCode=0x68
325	105	57	105	4	0	KEY_PRESSED,keyCode=105,keyText=NumPad-9,keyChar='9',keyLocation=KEY_LOCATION_NUMPAD,rawCode=105,primaryLevelUnicode=57,scancode=73,extendedKeyCode=0x69
327	100	52	100	4	0	KEY_PRESSED,keyCode=100,keyText=NumPad-4,keyChar='4',keyLocation=KEY_LOCATION_NUMPAD,rawCode=100,primaryLevelUnicode=52,scancode=75,extendedKeyCode=0x64
328	101	53	101	4	0	KEY_PRESSED,keyCode=101,keyText=NumPad-5,keyChar='5',keyLocation=KEY_LOCATION_NUMPAD,rawCode=101,primaryLevelUnicode=53,scancode=76,extendedKeyCode=0x65
329	102	54	102	4	0	KEY_PRESSED,keyCode=102,keyText=NumPad-6,keyChar='6',keyLocation=KEY_LOCATION_NUMPAD,rawCode=102,primaryLevelUnicode=54,scancode=77,extendedKeyCode=0x66
331	97	49	97	4	0	KEY_PRESSED,keyCode=97,keyText=NumPad-1,keyChar='1',keyLocation=KEY_LOCATION_NUMPAD,rawCode=97,primaryLevelUnicode=49,scancode=79,extendedKeyCode=0x61
332	98	50	98	4	0	KEY_PRESSED,keyCode=98,keyText=NumPad-2,keyChar='2',keyLocation=KEY_LOCATION_NUMPAD,rawCode=98,primaryLevelUnicode=50,scancode=80,extendedKeyCode=0x62
333	99	51	99	4	0	KEY_PRESSED,keyCode=99,keyText=NumPad-3,keyChar='3',keyLocation=KEY_LOCATION_NUMPAD,rawCode=99,primaryLevelUnicode=51,scancode=81,extendedKeyCode=0x63
335	96	48	96	4	0	KEY_PRESSED,keyCode=96,keyText=NumPad-0,keyChar='0',keyLocation=KEY_LOCATION_NUMPAD,rawCode=96,primaryLevelUnicode=48,scancode=82,extendedKeyCode=0x60
337	110	46	110	4	0	KEY_PRESSED,keyCode=110,keyText=NumPad .,keyChar='.',keyLocation=KEY_LOCATION_NUMPAD,rawCode=110,primaryLevelUnicode=46,scancode=83,extendedKeyCode=0x6e
368	16	65535	16	3	64	KEY_PRESSED,keyCode=16,keyText=Shift,keyChar=未定義 keyChar,modifiers=Shift,extModifiers=Shift,keyLocation=KEY_LOCATION_RIGHT,rawCode=16,primaryLevelUnicode=0,scancode=42,extendedKeyCode=0x10
